142532743211917312	P
142559090676203520	P
142559890332856321	N
142599953318023170	N
142642819490783233	N
142702318377381888	N
142788819555594240	P
142854897455480833	N
142893813671804928	P
142956192958918656	NONE
142981434817253376	P
143277024159596545	N
143353629821247488	NONE
143354094961180672	P
143359642121150465	P
143378020877615105	NONE
143380484771151873	P
143395300835475457	P
143445929842847744	NONE
143457105385500673	P
143498516671627264	N
143657217860706304	P
143688482118840320	P
143700240929783808	NONE
143726148277387264	P
143767513883344896	P
143769627347009536	P
143804227016343552	NONE
143823917008691200	N
143980539160956928	N
143996873697525760	P
144000116611751937	N
144014638898614272	P
144014719026601984	NONE
144093194655768576	P
144153026976948224	P
144395994300284928	P
144480216641830912	N
144492250871758848	N
144716644856504320	P
144756052376825858	NONE
144853533760557056	P
145037842035384320	NONE
145080739560554496	P
145094377851723776	P
145099675576446976	N
145118321677832192	P
145154535416012801	N
145164021820162048	P
145295727755665408	P
145391042978512896	N
145426737554137088	N
145430583122735104	P
145471921759326208	N
145474339481980929	N
145479172406521858	N
145538761835552768	P
145586947904122880	P
145823481433559040	P
145839767085518849	NONE
145839935822372864	NONE
145881283812270080	NONE
145976015716491264	N
145991917350555649	P
146123397972238337	NONE
146129941455577088	P
146175660145119232	P
146199119864664064	P
146223774541414400	N
146250349198573569	N
146254425328058368	NONE
146363699249156096	P
146490820906856448	NONE
146537758821847041	NONE
146553566272831488	P
146616352579399680	N
146627689233657856	P
146647770571350016	P
146655774649753600	P
146685090758529024	P
146710185329688579	P
146718024257388546	P
146720698046496768	N
146899966487560192	P
146954723793174528	NONE
146969496131870722	N
146977441850732544	P
146979059073679360	NONE
147062460552200192	N
147066737383321601	NONE
147215382707576832	P
147221376565129217	N
147224175780700160	NONE
147243142129782785	P
147289776419115009	N
147335217806446592	N
147342944108675073	P
147346831892946945	NONE
147361911904813057	P
147371849024675840	N
147424627457654785	N
147431496087650304	N
147437048154959873	NONE
147447039003860992	N
147626321969819648	N
147744901176623104	N
147824354422571009	P
147968872102887424	P
147990275732676608	P
148011951505674240	N
148015544900128768	P
148034494459424770	N
148103776312635393	NONE
148131772679467008	P
148175500915904513	NONE
148176411792916480	P
148340303311536128	P
148387654621339648	N
148402356755767296	P
148439163488841728	P
148508413993828352	P
148511012797169664	N
148550991116107779	N
148697806524260353	P
148721862120194048	P
148722058388443137	N
148729442368364544	P
148731785575018497	NONE
148735552584290304	N
148737554580119552	N
148740164422873088	P
148742311046680576	N
148745416027025410	N
148785736672493570	N
148786773982576640	N
148790176481677315	P
148790803978915840	P
148802377615548416	N
148825090258247680	N
148914788037177345	P
149040958594486272	N
149046198177759232	N
149063284404912128	N
149082037649805312	NONE
149092147637923840	NONE
149107028651032576	P
149178073026273280	NONE
149197894984024064	NONE
149269047266119680	P
149279151826796546	N
149410428332670976	NONE
149419609408278529	N
149485055729860610	NONE
149552818502639617	P
149559885544177664	N
149606967189585920	N
149643457546301440	N
149673548728893440	N
149748064658268160	P
149762343922962432	P
149779117162762240	P
149797672902082560	P
149798006005301248	NONE
149800087533531136	N
149811398870958080	P
149819302801977344	N
149858007197552640	NONE
150119713232527360	P
150189898501066752	P
150214903922294784	P
150224093743038464	P
150235324952494080	N
150274269023182848	P
150474541850820608	P
150502789305479168	P
150505730871533568	P
150556468641398785	P
150578287763144704	P
150619891769163776	P
150818098071613440	P
151078004792111106	P
151253016824119296	N
151293372068413441	N
151296313957425152	P
151357418167734272	P
151426759701696512	P
151431335314079744	P
151444822442524673	N
151535055976673280	N
151616040147746816	P
151620683980488704	P
151651341557694465	P
151736116251344896	P
151759161477169152	N
151761963968499712	P
151982264023130113	N
152017925396639744	P
152049077520056320	P
152126471664705536	P
152134453576212480	P
152138654884691970	N
152311807401410560	NONE
152343233454809090	N
152419878861680641	NONE
152488276303945728	P
152513713855926272	P
152519992238276608	NONE
152659780895379456	NONE
152692753715834880	NONE
152742827686764544	N
152747805855850498	N
152758979615928320	N
152759276996272128	N
152759559868514304	N
152761790147735552	N
152763872300904448	N
152799851321634816	N
152821770439766017	P
152825665975095300	N
152825916945477632	P
152826339639050240	P
152848187563048961	P
152858985823870976	P
152886309864742912	P
153089789590122497	P
153164269213597697	P
153168112177520640	N
153192573173907457	P
153550487650697216	P
153743299608453120	N
153744042549719040	NONE
153836209913856000	P
153855862727909377	N
153897441056407553	NONE
153906215838167040	N
153906535473483776	P
153983463794552832	N
153985443795443712	N
154085703028965376	N
154212603432927232	P
154234085852725248	NONE
154244005335539712	N
154272744945631232	N
154280269510230016	P
154323118788313089	P
154333742394114048	P
154337156448526336	P
154339404486418432	P
154487058700845056	N
154489493037129728	P
154506006636933121	P
154538876046802944	N
154555823333457920	P
154631410513223681	P
154661740678885376	P
154699359819280384	P
154908891342319617	NONE
154909188236128257	N
154923846594596864	P
154937607783071744	N
154969591825702913	N
155002084012474368	N
155225589295493120	P
155247490797551616	P
155282087669272576	N
155328789713395712	P
155368920931516416	N
155589023631552512	P
155593609914224640	N
155603356503646208	P
155622452242821120	P
155623055182405633	N
155628880898699264	P
155630072064253952	P
155741123132923905	P
155755209212182528	N
155904045180129282	NONE
155958702074101760	N
155972933234335745	P
156151239544029184	N
156331736467386368	N
156348605396041728	P
156431083976667136	P
156433228998262785	P
156471580027920384	N
156483302818185217	P
156484668001222657	P
156606336073871360	P
156623746743021568	NONE
156626456783503363	P
156637959242784768	P
