142532743211917312	NEU
142559090676203520	P
142559890332856321	P
142599953318023170	N
142642819490783233	NEU
142702318377381888	P
142788819555594240	P
142854897455480833	NEU
142893813671804928	P
142956192958918656	NEU
142981434817253376	NEU
143277024159596545	N
143353629821247488	NEU
143354094961180672	NEU
143359642121150465	NEU
143378020877615105	NEU
143380484771151873	P
143395300835475457	P
143445929842847744	NEU
143457105385500673	NEU
143498516671627264	P
143657217860706304	NEU
143688482118840320	P
143700240929783808	NEU
143726148277387264	NEU
143767513883344896	P
143769627347009536	NEU
143804227016343552	NEU
143823917008691200	N
143980539160956928	N
143996873697525760	P
144000116611751937	N
144014638898614272	P
144014719026601984	NEU
144093194655768576	P
144153026976948224	P
144395994300284928	NEU
144480216641830912	N
144492250871758848	NEU
144716644856504320	N
144756052376825858	N
144853533760557056	P
145037842035384320	NEU
145080739560554496	N
145094377851723776	P
145099675576446976	NEU
145118321677832192	P
145154535416012801	P
145164021820162048	N
145295727755665408	P
145391042978512896	NEU
145426737554137088	N
145430583122735104	NEU
145471921759326208	P
145474339481980929	N
145479172406521858	NEU
145538761835552768	NEU
145586947904122880	NEU
145823481433559040	NEU
145839767085518849	NEU
145839935822372864	NEU
145881283812270080	NEU
145976015716491264	N
145991917350555649	P
146123397972238337	NEU
146129941455577088	NEU
146175660145119232	NEU
146199119864664064	P
146223774541414400	NEU
146250349198573569	NEU
146254425328058368	NEU
146363699249156096	NEU
146490820906856448	NEU
146537758821847041	NEU
146553566272831488	P
146616352579399680	P
146627689233657856	NEU
146647770571350016	N
146655774649753600	P
146685090758529024	P
146710185329688579	NEU
146718024257388546	P
146720698046496768	N
146899966487560192	P
146954723793174528	NEU
146969496131870722	N
146977441850732544	P
146979059073679360	NEU
147062460552200192	NEU
147066737383321601	NEU
147215382707576832	NEU
147221376565129217	N
147224175780700160	N
147243142129782785	P
147289776419115009	NEU
147335217806446592	P
147342944108675073	P
147346831892946945	NEU
147361911904813057	NEU
147371849024675840	NEU
147424627457654785	N
147431496087650304	N
147437048154959873	NEU
147447039003860992	NEU
147626321969819648	NEU
147744901176623104	NEU
147824354422571009	P
147968872102887424	P
147990275732676608	NEU
148011951505674240	N
148015544900128768	P
148034494459424770	P
148103776312635393	P
148131772679467008	NEU
148175500915904513	NEU
148176411792916480	P
148340303311536128	P
148387654621339648	N
148402356755767296	NEU
148439163488841728	P
148508413993828352	P
148511012797169664	N
148550991116107779	N
148697806524260353	NEU
148721862120194048	P
148722058388443137	N
148729442368364544	NEU
148731785575018497	NEU
148735552584290304	P
148737554580119552	NEU
148740164422873088	P
148742311046680576	N
148745416027025410	N
148785736672493570	N
148786773982576640	N
148790176481677315	N
148790803978915840	P
148802377615548416	N
148825090258247680	N
148914788037177345	P
149040958594486272	N
149046198177759232	N
149063284404912128	N
149082037649805312	NEU
149092147637923840	P
149107028651032576	P
149178073026273280	NEU
149197894984024064	NEU
149269047266119680	N
149279151826796546	NEU
149410428332670976	NEU
149419609408278529	N
149485055729860610	NEU
149552818502639617	P
149559885544177664	N
149606967189585920	P
149643457546301440	N
149673548728893440	P
149748064658268160	P
149762343922962432	N
149779117162762240	NEU
149797672902082560	NEU
149798006005301248	NEU
149800087533531136	N
149811398870958080	P
149819302801977344	NEU
149858007197552640	NEU
150119713232527360	N
150189898501066752	NEU
150214903922294784	P
150224093743038464	N
150235324952494080	NEU
150274269023182848	P
150474541850820608	N
150502789305479168	NEU
150505730871533568	P
150556468641398785	NEU
150578287763144704	P
150619891769163776	P
150818098071613440	P
151078004792111106	P
151253016824119296	N
151293372068413441	N
151296313957425152	P
151357418167734272	NEU
151426759701696512	P
151431335314079744	NEU
151444822442524673	NEU
151535055976673280	NEU
151616040147746816	P
151620683980488704	NEU
151651341557694465	P
151736116251344896	P
151759161477169152	NEU
151761963968499712	NEU
151982264023130113	N
152017925396639744	P
152049077520056320	P
152126471664705536	NEU
152134453576212480	N
152138654884691970	NEU
152311807401410560	NEU
152343233454809090	N
152419878861680641	NEU
152488276303945728	NEU
152513713855926272	P
152519992238276608	N
152659780895379456	P
152692753715834880	NEU
152742827686764544	N
152747805855850498	N
152758979615928320	NEU
152759276996272128	N
152759559868514304	P
152761790147735552	NEU
152763872300904448	P
152799851321634816	N
152821770439766017	NEU
152825665975095300	N
152825916945477632	NEU
152826339639050240	P
152848187563048961	P
152858985823870976	P
152886309864742912	P
153089789590122497	NEU
153164269213597697	P
153168112177520640	P
153192573173907457	P
153550487650697216	NEU
153743299608453120	P
153744042549719040	NEU
153836209913856000	P
153855862727909377	N
153897441056407553	NEU
153906215838167040	N
153906535473483776	NEU
153983463794552832	N
153985443795443712	N
154085703028965376	NEU
154212603432927232	P
154234085852725248	NEU
154244005335539712	NEU
154272744945631232	N
154280269510230016	P
154323118788313089	P
154333742394114048	P
154337156448526336	NEU
154339404486418432	P
154487058700845056	N
154489493037129728	NEU
154506006636933121	P
154538876046802944	N
154555823333457920	NEU
154631410513223681	P
154661740678885376	P
154699359819280384	P
154908891342319617	NEU
154909188236128257	P
154923846594596864	P
154937607783071744	N
